"Geneid" "5_B1_R1_4wk" "5_B1_R2_4wk" "5_B2_R1_4wk" "5_B2_R2_4wk" "5_cor_B1_R1_4wk" "5_cor_B1_R2_4wk" "5_cor_B2_R1_4wk" "5_cor_B2_R2_4wk"
"ZFP36" 308 853 758 265 346 470 264 251
"PLEKHG2" 8152 7639 6647 7855 9178 6908 6781 5817
"RPS16" 9082 17910 22091 7093 6388 6453 8076 7254
"SUPT5H" 9591 10179 9078 9956 10143 9530 10288 9301
"TIMM50" 1811 2337 2132 1689 1587 1608 2264 2324
"DLL3" 2128 1659 1304 1150 823 1174 21456 31689
"SELENOV" 6 11 5 14 21 22 44 42
"EID2B" 395 244 264 455 391 399 536 511
"EID2" 1363 1259 1162 1637 1119 1357 1358 1369
"LGALS13" 0 0 0 0 0 0 0 0
"LGALS16" 0 0 0 2 2 0 4 0
"LGALS14" 0 0 2 2 0 0 0 0
"CLC" 0 0 4 2 0 4 4 3
"LEUTX" 2 0 0 0 0 1 0 0
"DYRK1B" 1617 1483 1329 1633 1529 1360 1405 1528
"FBL" 2300 4450 5365 1439 1428 1549 2137 1476
"FCGBP" 27 6 25 29 92 32 40 32
"PSMC4" 3717 5062 4599 3540 3250 3291 3267 2897
"ZNF546" 1308 706 603 1734 1700 1318 1307 1407
"ZNF780B" 4051 2531 2118 4732 5149 3743 4498 4838
"ZNF780A" 1194 1171 1107 1424 1346 978 1286 1371
"MAP3K10" 2224 1153 1208 2168 2294 1776 2297 2041
"TTC9B" 931 240 175 920 692 794 974 882
"CNTD2" 65 51 17 103 131 87 72 67
"AKT2" 6147 5122 4732 5784 7782 6150 6517 5370
"C19orf47" 674 750 581 699 644 555 725 663
"PLD3" 16689 25523 26584 16470 13111 15904 14550 12718
"HIPK4" 14 12 16 14 15 19 33 11
"PRX" 265 610 596 289 248 359 166 136
"SERTAD1" 158 318 398 190 158 163 173 115
"SERTAD3" 375 875 905 321 299 305 284 339
"BLVRB" 210 962 1250 207 293 311 258 154
"SPTBN4" 1498 283 243 1551 1649 1383 1682 1433
"SHKBP1" 1292 1798 1940 865 871 837 1009 714
"LTBP4" 5608 5548 5058 3846 4285 3357 3163 2659
"NUMBL" 2808 3180 3166 2349 2581 2752 2910 2248
"COQ8B" 1477 1740 1889 1341 1902 1607 1847 1382
"ITPKC" 1073 1333 1290 1069 861 1007 979 862
"C19orf54" 670 722 642 560 759 533 669 607
"SNRPA" 1978 2546 2359 1367 1349 1260 1724 1252
"MIA" 6 0 1 5 14 8 8 4
"RAB4B" 19 3 2 13 20 17 22 6
"EGLN2" 280 229 179 217 242 247 213 198
"CYP2A6" 47 29 13 74 53 73 73 108
"CYP2A7" 20 3 3 43 36 24 41 72
"CYP2B6" 0 0 0 2 3 0 0 0
"CYP2A13" 1 0 0 0 0 0 0 4
"CYP2F1" 3 0 2 1 2 2 10 4
"CYP2S1" 6 6 2 6 16 10 14 10
"AXL" 1321 2348 2084 1493 676 973 811 833
"HNRNPUL1" 12648 16521 14793 12132 10600 10524 12621 11765
"TGFB1" 609 2753 2214 710 330 496 647 481
"CCDC97" 1859 1998 1808 1983 1681 1723 1896 1797
"TMEM91" 816 360 307 841 1297 992 893 857
"B9D2" 194 234 182 198 159 176 175 223
"EXOSC5" 271 370 393 272 202 258 401 315
"BCKDHA" 4 4 1 3 2 2 1 2
"B3GNT8" 11 73 49 7 10 12 11 14
"ERICH4" 0 2 0 0 4 0 0 0
"CEACAM21" 7 0 6 14 6 2 0 0
"CEACAM4" 0 0 0 0 0 0 0 0
"CEACAM7" 0 0 0 0 0 0 1 0
"CEACAM5" 0 0 0 0 0 0 0 0
"CEACAM6" 0 0 2 8 2 2 3 2
"CEACAM3" 0 0 0 0 0 0 0 0
"LYPD4" 0 0 0 3 2 0 2 0
"DMRTC2" 0 0 0 0 0 0 0 0
"RPS19" 13764 26850 31481 9611 7915 8638 10651 8434
"CD79A" 17 16 10 20 22 16 9 16
"ARHGEF1" 2419 2532 2378 2641 4257 2753 3472 2644
"RABAC1" 2210 4005 4823 1937 1746 1878 2149 1790
"ATP1A3" 25962 11448 8299 29654 18274 21265 20101 20913
"GRIK5" 2235 2198 1935 2668 2979 2068 2362 2104
"ZNF574" 1199 1257 1164 1358 986 1066 1071 1071
"POU2F2" 7220 3459 1987 7501 6684 9325 2752 3118
"DEDD2" 915 952 956 1103 995 801 1021 884
"ZNF526" 511 965 790 513 473 447 565 537
"GSK3A" 3016 2672 2585 3158 2669 2930 2849 2761
"ERF" 1443 2504 2679 1257 1303 1525 1780 1745
"CIC" 9067 7072 5780 9147 9578 8757 8626 7673
"PAFAH1B3" 2714 1768 1628 2690 1950 2338 2442 2175
"PRR19" 87 56 46 105 72 102 89 88
"TMEM145" 1829 435 315 1794 1960 1610 1520 1504
"MEGF8" 12247 12758 12922 15259 10530 11049 12792 12082
"CNFN" 2 8 6 1 11 2 2 3
"LIPE" 405 344 302 351 448 363 466 428
"CXCL17" 0 2 2 6 5 0 2 0
"CEACAM1" 28 23 20 14 27 17 35 22
"CEACAM8" 8 0 1 19 10 16 20 17
"PSG3" 0 0 0 0 0 0 2 0
"PSG8" 0 0 0 0 0 0 0 0
"PSG1" 0 0 0 0 0 0 0 4
"PSG6" 0 0 0 0 0 0 2 0
"PSG7" 0 0 0 0 0 0 2 0
"PSG11" 0 0 0 0 0 0 2 0
"PSG2" 0 0 0 0 0 0 1 0
"PSG5" 1 0 0 1 0 0 0 2
"PSG4" 2 0 0 0 0 0 4 2
"PSG9" 0 0 0 0 0 0 0 0
"CD177" 0 0 0 0 0 0 0 0
"TEX101" 0 2 0 0 2 6 6 5
"LYPD3" 26 24 20 17 20 20 35 24
"PHLDB3" 263 344 328 209 325 257 220 216
"ETHE1" 197 288 404 174 158 164 167 149
"ZNF575" 82 143 158 104 161 120 152 129
"XRCC1" 1241 1261 1352 1026 1043 912 1057 1008
"L34079.2" 7 0 0 2 1 1 2 3
"PINLYP" 29 23 32 54 25 37 43 40
"IRGQ" 7961 4615 3422 9449 7004 7081 6752 7337
"ZNF576" 347 317 271 356 281 258 309 315
"SRRM5" 67 51 33 89 80 99 65 55
"ZNF428" 3185 2616 2614 3378 2438 2948 3266 3202
"CADM4" 8379 7589 6574 11004 5730 6875 9619 10502
"PLAUR" 70 359 227 36 64 30 47 23
"IRGC" 2 0 0 2 6 5 2 0
"SMG9" 2224 1773 1731 2451 2423 1995 2612 2372
"KCNN4" 10 54 29 0 4 9 12 13
"LYPD5" 12 0 2 13 8 12 50 64
"ZNF283" 975 480 426 1273 627 556 1095 1079
"ZNF404" 626 254 310 573 577 317 466 502
"ZNF45" 1225 1038 997 1140 1087 944 1239 1120
"ZNF221" 484 430 351 603 437 272 521 532
"ZNF155" 311 289 259 302 315 257 343 336
"ZNF230" 316 265 269 338 366 264 349 396
"ZNF222" 362 377 374 452 466 371 477 432
"ZNF223" 132 108 90 163 98 130 105 156
"ZNF284" 242 189 184 317 369 244 294 297
"ZNF224" 576 433 374 603 876 693 764 811
"ZNF225" 514 549 501 687 612 465 665 739
"ZNF234" 1219 981 888 1466 1603 1187 1442 1434
"ZNF226" 1982 1928 1653 2086 2537 1742 2145 2091
"ZNF227" 1010 828 849 956 883 694 955 1050
"ZNF235" 430 354 322 572 562 511 577 589
"ZNF233" 189 90 58 190 258 154 233 227
"ZNF112" 1043 831 693 1270 955 998 945 1017
"ZNF285" 1189 580 582 1268 1187 939 1122 1223
"ZNF229" 541 1475 1274 629 0 0 0 0
"ZNF180" 1123 981 892 1404 1112 1123 1050 1105
"CEACAM20" 1 0 0 2 1 0 4 2
"IGSF23" 1 2 0 0 0 1 1 3
"PVR" 1704 1926 1826 1398 1445 1431 1976 1736
"CEACAM19" 548 202 120 471 620 753 713 767
"CEACAM16" 0 0 0 0 0 1 0 0
"BCL3" 211 385 431 239 99 80 201 203
"CBLC" 2 2 0 0 0 0 0 0
"BCAM" 482 501 711 663 298 293 587 434
"NECTIN2" 2415 4570 3908 2365 1494 1800 1932 1784
"TOMM40" 2215 3104 2793 2095 1999 2019 2141 1911
"APOE" 176 5139 5748 166 342 323 612 1085
"APOC1" 0 12 11 3 2 2 1 1
"APOC4" 2 0 0 5 0 3 2 0
"APOC4-APOC2" 0 0 0 0 0 0 0 0
"APOC2" 0 0 2 3 0 0 1 2
"CLPTM1" 4943 5551 5396 5597 4187 4651 4737 4669
"RELB" 99 236 199 121 110 122 120 107
"CLASRP" 2692 2063 1761 2607 3221 2680 2754 2151
"ZNF296" 117 51 59 123 195 149 105 81
"GEMIN7" 331 300 335 348 366 270 281 212
"MARK4" 3956 3272 2999 3853 3213 3395 3421 3628
"PPP1R37" 2594 2046 2143 2313 2468 2258 2591 2168
"NKPD1" 51 28 30 95 83 98 45 75
"TRAPPC6A" 317 410 452 224 304 331 316 337
"BLOC1S3" 459 508 391 521 463 435 518 533
"EXOC3L2" 9 2 1 9 15 5 6 6
"CKM" 73 24 19 82 113 49 1413 244
"KLC3" 11 4 2 10 43 16 20 13
"ERCC2" 2733 2299 2307 2357 2580 2193 2444 1888
"PPP1R13L" 158 154 176 102 225 211 130 85
"CD3EAP" 129 112 99 142 136 121 150 141
"ERCC1" 1749 2562 2568 1821 2049 1718 1782 1668
"FOSB" 27 89 49 26 45 41 34 26
"RTN2" 1820 1054 958 2079 1839 1594 1920 1606
"PPM1N" 38 33 48 48 43 42 72 59
"VASP" 942 2241 2196 687 662 704 868 724
"OPA3" 1370 1293 1267 1022 1032 1150 1295 992
"GPR4" 5 2 0 8 4 6 2 0
"EML2" 1049 761 966 854 802 567 891 640
"GIPR" 226 237 203 336 483 168 356 313
"SNRPD2" 3258 6287 6836 2507 2304 2236 2969 2173
"QPCTL" 474 911 756 358 428 428 378 309
"FBXO46" 892 1034 1090 997 1007 793 838 863
"BHMG1" 0 6 7 2 6 0 1 0
"SIX5" 369 489 771 208 436 259 361 232
"DMPK" 6051 3683 2773 6247 9340 7406 7897 6174
"DMWD" 3790 3426 2879 4636 5175 4020 5050 4098
"RSPH6A" 1 3 6 8 14 1 2 4
"SYMPK" 5311 4554 4582 4765 5406 4646 5298 4717
"FOXA3" 2 0 4 0 1 2 0 5
"IRF2BP1" 1497 1680 1592 1683 1363 1646 1516 1441
"MYPOP" 352 270 266 316 313 318 375 336
"NANOS2" 8 4 0 10 14 27 4 19
"NOVA2" 9848 8473 6621 10051 8834 7331 7869 7731
"CCDC61" 271 253 309 260 323 224 370 276
"PGLYRP1" 11 21 7 4 26 13 20 15
"IGFL4" 75 68 71 51 77 66 54 50
"IGFL3" 65 23 15 1 0 21 4 2
"IGFL2" 52 24 16 6 2 6 2 2
"IGFL1" 2 0 0 5 0 2 0 0
"HIF3A" 857 526 570 1041 1495 666 931 579
"PPP5C" 3776 3691 3558 3358 3579 3426 3868 3238
"CCDC8" 890 1972 2140 753 884 825 1086 788
"PPP5D1" 62 24 37 53 57 26 69 60
"CALM3" 20900 20152 18175 21854 16075 18010 19652 18404
"PTGIR" 0 6 2 2 12 4 6 17
"GNG8" 18 25 48 33 34 38 16 25
"DACT3" 2524 1943 1575 3141 2296 2755 2375 2453
"PRKD2" 904 862 863 950 1033 734 1082 870
"STRN4" 6772 5994 5810 6827 6777 6601 6177 5637
"FKRP" 1717 2082 1771 2101 1648 1944 1954 1985
"SLC1A5" 1584 6206 5504 707 1542 1067 1019 737
"AP2S1" 1741 3059 3099 1632 1366 1703 1792 1521
"ARHGAP35" 13958 12190 9748 16657 12578 12874 15325 16119
"NPAS1" 623 130 137 713 66 134 114 138
"TMEM160" 1094 1034 1107 1021 660 794 894 776
"ZC3H4" 3523 3482 2818 3853 3334 3214 3283 3324
"SAE1" 6683 10122 10193 5411 4406 5021 6206 4379
"BBC3" 1016 1147 1222 1113 733 736 540 556
"CCDC9" 930 1612 1536 840 937 815 897 789
"INAFM1" 771 666 690 564 511 558 645 450
"C5AR1" 176 208 232 56 462 369 186 133
"C5AR2" 3 2 6 13 2 9 7 5
"DHX34" 1613 1362 1308 1365 2075 1487 1508 1191
"MEIS3" 7789 5867 5268 8230 8245 6563 6954 5816
"SLC8A2" 2422 938 602 3017 2736 2282 3005 3092
"KPTN" 756 473 509 677 813 677 834 566
"NAPA" 1387 1492 1461 1646 1350 1350 1452 1410
"ZNF541" 0 0 6 2 2 5 4 6
"EHD2" 950 2183 2448 716 502 876 941 848
"SELENOW" 3535 5061 5204 3427 3478 3365 4569 3316
"TPRX1" 0 2 0 0 3 4 1 2
"CRX" 5 0 2 10 2 2 5 6
"SULT2A1" 1 0 0 2 1 0 4 0
"BSPH1" 0 0 0 2 0 0 0 0
"ELSPBP1" 2 0 0 0 0 0 0 0
"CABP5" 0 0 0 2 0 1 0 0
"PLA2G4C" 249 89 95 397 217 139 259 357
"LIG1" 2360 2272 2173 1753 2835 2060 2038 1304
"C19orf68" 960 720 687 1022 1006 824 1010 911
"CARD8" 1478 1728 1628 1604 1935 1208 1754 1540
"ZNF114" 232 139 135 340 173 180 201 222
"CCDC114" 16 18 20 25 72 30 49 28
"EMP3" 512 1891 1939 526 399 700 533 291
"TMEM143" 210 207 206 254 276 257 245 230
"SYNGR4" 8 21 11 8 4 11 4 11
"KDELR1" 4896 9718 9871 4569 3558 3850 3964 3453
"GRIN2D" 4396 1997 1478 6366 2845 3466 3180 3252
"GRWD1" 1278 1517 1468 1249 909 1039 1009 915
"KCNJ14" 167 94 52 220 190 219 182 145
"CYTH2" 14384 9272 7562 14962 18497 13783 11623 10204
"LMTK3" 4756 1786 1227 6367 4299 4706 3968 4327
"SULT2B1" 2 4 2 6 5 7 0 4
"FAM83E" 30 9 15 14 34 14 27 15
"SPACA4" 8 10 4 4 11 11 7 4
"RPL18" 10840 19998 24687 8589 7963 8144 9838 8364
"SPHK2" 965 762 833 764 955 958 988 841
"DBP" 193 157 305 257 194 180 164 169
"CA11" 1211 1701 1740 1127 1228 1236 941 935
"NTN5" 16 41 33 59 88 51 58 36
"FUT2" 141 67 82 166 151 96 165 168
"MAMSTR" 103 121 105 88 164 77 146 92
"RASIP1" 70 56 86 70 75 85 44 49
"IZUMO1" 2 2 8 8 16 11 7 3
"FUT1" 31 50 13 68 74 42 35 12
"FGF21" 0 0 0 0 0 2 0 0
"BCAT2" 1354 1335 1374 992 2166 1697 1588 972
"HSD17B14" 306 339 374 333 616 505 530 410
"PLEKHA4" 396 2273 2422 170 461 375 453 292
"PPP1R15A" 3813 4941 4355 3669 4306 3746 4063 3507
"TULP2" 4 2 6 0 6 0 3 4
"NUCB1" 4296 7240 7989 4187 3029 3945 4191 3716
"DHDH" 38 41 30 57 64 43 64 30
"BAX" 1508 2066 2343 1225 1056 1200 1325 975
"FTL" 15704 44010 56263 12698 15741 16024 12572 11143
"GYS1" 2064 2377 2456 1550 1461 1430 1638 1333
"RUVBL2" 2738 3452 3795 2053 1929 2177 2565 1795
"LHB" 4 2 6 6 10 3 4 2
"CGB3" 1 0 0 0 1 0 0 0
"CGB2" 0 0 0 0 0 0 0 0
"CGB1" 0 0 0 0 0 0 0 0
"CGB5" 0 0 0 0 0 0 1 0
"CGB8" 0 0 0 0 0 0 0 0
"CGB7" 2 2 1 1 4 2 5 2
"NTF4" 0 5 0 0 1 0 8 6
"KCNA7" 9 0 0 8 7 5 11 4
"SNRNP70" 12392 9230 8532 12696 17044 13702 14558 11764
"LIN7B" 478 311 297 516 482 485 509 459
"C19orf73" 42 34 41 63 54 36 53 35
"PPFIA3" 4167 1826 1489 4681 4366 3521 3568 3590
"HRC" 79 191 149 52 67 52 257 66
"TRPM4" 1696 2289 2557 1184 1798 1128 1904 1434
"SLC6A16" 862 516 329 671 967 837 779 633
"CD37" 590 623 430 569 635 371 562 510
"TEAD2" 2534 3168 3292 1755 1840 1332 2274 1853
"DKKL1" 68 65 98 122 134 84 101 71
"CCDC155" 0 0 0 0 0 0 1 0
"PTH2" 0 0 0 2 4 2 15 9
"GFY" 12 21 14 21 25 24 37 33
"SLC17A7" 15 56 66 22 28 41 55 47
"PIH1D1" 1484 1969 1897 1502 1380 1338 1736 1385
"ALDH16A1" 512 512 610 463 454 418 484 347
"FLT3LG" 2 2 1 3 4 0 4 0
"RPL13A" 23904 51394 62095 21106 17384 18632 22582 20768
"RPS11" 20440 36933 45490 17512 15447 15045 18803 17613
"FCGRT" 467 692 636 520 574 643 805 584
"RCN3" 230 113 118 293 367 271 554 394
"NOSIP" 1231 1673 1803 1440 1155 1161 1378 1211
"PRRG2" 6 14 12 16 8 2 15 10
"PRR12" 5209 3990 3145 5962 4692 4428 4520 4407
"RRAS" 191 730 721 189 187 215 199 137
"SCAF1" 5329 6312 5856 5459 4869 4685 5136 4771
"IRF3" 1103 1499 1570 1024 1534 1016 1422 939
"BCL2L12" 365 841 747 190 292 236 266 175
"PRMT1" 7145 8081 8545 6168 5209 5418 6392 5196
"ADM5" 136 150 105 103 177 104 86 45
"CPT1C" 4048 3449 3240 3971 5052 3731 4325 3860
"TSKS" 0 5 4 4 5 2 0 0
"AP2A1" 5845 6943 6424 5875 4458 4767 5484 5186
"FUZ" 486 440 508 406 578 461 629 477
"MED25" 2035 2016 2061 1765 1835 1611 2028 1801
"PTOV1" 5656 4968 4771 6858 6410 5624 5985 5196
"PNKP" 1521 1519 1648 1199 1992 1362 1507 1019
"AKT1S1" 1571 2448 2573 1711 1283 1463 1808 1547
"TBC1D17" 1701 1276 1389 1788 1916 1488 1902 1929
"IL4I1" 10 15 10 8 11 8 11 3
"NUP62" 3020 3289 3099 2985 2736 2673 2799 2696
"ATF5" 538 1118 1085 413 975 655 696 630
"SIGLEC11" 0 0 0 2 2 1 1 0
"VRK3" 1194 1244 1315 1002 1167 967 1067 1026
"ZNF473" 1024 1004 1181 1043 778 624 967 758
"IZUMO2" 0 0 0 0 1 0 0 0
"MYH14" 4 2 4 6 2 1 95 85
"KCNC3" 1507 432 267 1591 1627 1813 1146 1458
"NR1H2" 984 1578 1706 1128 979 827 1097 1125
"NAPSA" 7 1 3 2 20 10 16 14
"POLD1" 922 1162 1334 553 828 606 821 435
"SPIB" 11 16 4 4 2 4 2 5
"MYBPC2" 51 36 28 14 16 15 929 152
"FAM71E1" 40 20 43 32 44 42 68 47
"EMC10" 1559 1827 2005 1343 2017 1829 3983 3516
"JOSD2" 124 267 397 124 181 208 189 155
"ASPDH" 14 13 15 14 25 26 29 36
"LRRC4B" 7275 6430 6357 9342 6069 6833 7607 8258
"SYT3" 1364 246 257 1074 964 1119 1155 1134
"C19orf81" 117 128 174 110 146 97 123 116
"SHANK1" 3857 1177 715 3920 3059 2413 2196 2275
"CLEC11A" 235 152 128 245 213 226 204 204
"GPR32" 2 0 0 2 0 2 0 4
"C19orf48" 1246 2128 2079 766 660 845 1112 788
"KLK1" 0 2 0 0 0 0 0 0
"KLK15" 0 0 0 0 2 0 0 0
"KLK3" 0 0 0 0 0 3 0 0
"KLK2" 0 0 0 0 0 0 0 0
"KLK4" 0 0 0 0 0 2 0 2
"KLK5" 0 0 0 0 0 0 0 0
"KLK6" 0 0 0 0 0 0 0 0
"KLK7" 0 0 0 0 0 0 0 0
"KLK8" 0 1 0 0 0 0 0 0
"KLK9" 0 0 0 0 0 0 0 0
"KLK10" 0 2 2 2 10 2 5 0
"KLK11" 0 0 0 0 2 1 0 0
"KLK12" 1 0 0 0 0 0 0 0
"KLK13" 0 0 0 1 0 0 0 0
"KLK14" 38 20 13 20 44 42 56 36
"CTU1" 353 302 350 290 333 314 371 292
"SIGLEC9" 6 0 1 4 2 1 0 0
"SIGLEC7" 0 0 0 0 0 0 0 0
"CD33" 0 2 0 0 1 4 0 2
"SIGLECL1" 0 0 0 0 0 0 0 0
"IGLON5" 2837 1154 901 2416 2220 2536 1514 1402
"VSIG10L" 259 287 263 257 324 246 212 154
"ETFB" 1294 1071 981 1188 1548 1562 1123 952
"CLDND2" 23 20 37 20 27 34 15 18
"NKG7" 15 8 7 3 18 7 8 2
"LIM2" 0 0 0 0 0 0 0 0
"C19orf84" 2 0 0 0 2 0 0 0
"SIGLEC10" 68 68 104 12 102 46 59 16
"SIGLEC8" 0 0 0 0 0 0 0 0
"SIGLEC12" 1 2 0 1 0 2 1 0
"SIGLEC6" 0 0 0 0 0 0 0 0
"ZNF175" 1183 959 821 1506 1453 1098 1405 1406
"SIGLEC5" 0 0 4 0 1 2 1 1
"SIGLEC14" 1 2 0 0 0 0 0 0
"SPACA6" 336 294 249 404 444 322 386 325
"HAS1" 46 44 46 61 91 90 78 60
"FPR1" 0 0 0 3 1 0 0 0
"FPR2" 0 0 2 2 0 0 0 2
"FPR3" 17 13 10 9 15 20 48 48
"ZNF577" 1114 1036 908 1420 718 468 855 828
"ZNF649" 1057 1284 1070 1294 841 597 1075 1017
"ZNF613" 572 477 440 598 437 376 459 443
"ZNF350" 534 608 483 667 416 471 405 442
"ZNF615" 910 895 797 1143 1018 875 1033 1120
"ZNF614" 1517 1367 1358 1762 1329 1435 1762 1759
"ZNF432" 2617 2759 2002 2637 3228 2825 2622 2583
"ZNF841" 2331 2434 1870 2585 2958 2063 2316 2178
"ZNF616" 1304 1333 1226 1282 1243 955 1190 1307
"ZNF836" 528 435 377 698 569 613 601 600
"PPP2R1A" 17336 18726 19255 17236 12043 14481 15613 14539
"ZNF766" 1615 1629 1572 1881 1780 1629 1725 1590
"ZNF480" 1430 1204 1200 1466 1373 1000 1441 1387
"ZNF610" 1052 780 751 1301 983 780 1012 1081
"ZNF880" 1076 766 721 1170 1092 896 959 1067
"ZNF528" 978 374 270 1189 2815 2271 2028 1841
"ZNF534" 9 4 2 23 53 61 30 36
"ZNF578" 2 5 3 3 7 0 2 0
"ZNF808" 454 507 446 536 618 399 546 497
"ZNF701" 494 510 425 514 568 448 507 534
"ZNF83" 5411 5619 4933 5103 9844 6529 6510 5412
"ZNF611" 853 883 694 1079 983 829 1123 1053
"ZNF600" 61 105 80 59 28 37 51 38
"ZNF28" 807 998 1044 694 708 655 847 668
"ZNF468" 623 789 810 475 485 476 574 509
"ZNF320" 2135 1764 1653 2103 2076 1832 2178 2052
"ZNF888" 228 384 309 163 192 186 228 167
"ZNF816-ZNF321P" 0 0 0 0 0 0 0 0
"ZNF816" 323 470 500 298 274 218 407 435
"ERVV-1" 5 0 2 0 0 1 6 5
"ERVV-2" 1 0 4 0 0 1 6 1
"ZNF160" 2801 2750 2565 3106 3071 2391 2710 2712
"ZNF415" 1154 841 985 1160 1106 933 1220 1169
"ZNF347" 1321 1184 1159 1435 1547 1214 1385 1327
"ZNF665" 183 218 202 210 232 140 226 193
"ZNF677" 652 887 807 1047 862 676 828 804
"VN1R2" 0 0 4 1 0 0 4 2
"VN1R4" 0 0 0 0 0 0 0 0
"BIRC8" 0 0 0 0 0 0 0 0
"ZNF845" 555 602 566 578 422 426 525 509
"ZNF525" 428 448 417 455 587 421 538 501
"ZNF765" 671 732 677 564 729 675 781 690
"ZNF761" 948 911 780 690 1018 847 985 832
"ZNF813" 398 512 493 423 361 267 475 487
"ZNF331" 1792 1292 1158 1437 2148 2014 1746 1675
"DPRX" 0 0 0 2 0 0 1 1
"NLRP12" 4 0 0 4 8 4 0 6
"MYADM" 960 2471 2376 873 689 910 1063 823
"PRKCG" 295 174 92 265 358 241 383 281
"CACNG7" 5676 3904 3641 6953 4683 4819 4601 5294
"CACNG8" 3929 2957 2692 4714 3606 3488 4067 3811
"CACNG6" 21 22 10 24 10 29 46 33
"AC012314.7" 0 0 0 0 0 0 0 0
"VSTM1" 0 2 1 1 0 0 0 0
"TARM1" 0 0 0 0 0 0 0 0
"OSCAR" 13 24 16 27 17 21 17 13
"NDUFA3" 1188 1536 1724 987 983 1018 1056 943
"TFPT" 615 497 484 545 477 547 522 485
"PRPF31" 1435 1457 1467 1561 1355 1302 1527 1220
"CNOT3" 2468 2881 2808 2481 2479 2136 2331 2325
"LENG1" 389 447 384 320 317 312 370 334
"TMC4" 102 89 55 93 149 76 117 93
"MBOAT7" 2742 3049 2833 2360 2020 2142 2651 2105
"TSEN34" 1502 2216 2451 1423 1119 1349 1516 1426
"RPS9" 12825 22542 27136 10326 8610 9362 11520 10100
"LILRB3" 18 22 18 19 25 23 20 22
"LILRA6" 0 2 0 9 2 11 1 7
"LILRB5" 0 6 0 3 3 0 2 4
"LILRB2" 0 0 2 0 0 0 1 2
"LILRA5" 0 0 0 0 0 4 0 0
"LILRA4" 0 0 1 0 0 0 0 0
"LAIR1" 2 0 1 20 9 4 4 5
"TTYH1" 5478 10999 12619 5017 4776 6057 7734 7802
"LENG8" 23063 15889 12127 24171 41329 26941 27039 21931
"LENG9" 24 29 41 20 20 27 65 66
"CDC42EP5" 34 288 477 26 55 59 43 36
"LAIR2" 0 0 0 0 0 0 0 0
"KIR3DX1" 2 0 0 1 0 0 2 0
"LILRA2" 0 2 0 0 0 0 0 0
"LILRA1" 0 0 0 0 0 1 0 1
"LILRB1" 0 0 0 0 0 0 0 0
"LILRB4" 2 2 2 2 1 3 0 0
"KIR3DL3" 0 0 0 0 0 0 0 0
"KIR2DL3" 0 0 0 0 0 0 0 0
"KIR2DP1" 0 0 0 0 0 0 0 0
"KIR2DL1" 0 0 0 0 0 0 0 0
"KIR3DP1" 0 0 0 0 0 0 0 0
"KIR2DL4" 0 0 0 0 0 0 0 0
"KIR3DL1" 0 0 0 0 0 0 0 0
"KIR2DS4" 0 0 0 0 0 0 0 0
"KIR3DL2" 0 0 0 0 0 0 0 0
"FCAR" 0 0 0 5 0 4 2 2
"NCR1" 1 0 3 3 0 0 0 2
"NLRP7" 2 2 3 9 2 2 5 0
"NLRP2" 1 0 1 1 0 2 1 1
"GP6" 24 25 12 28 57 31 48 48
"RDH13" 245 199 160 297 262 278 275 228
"EPS8L1" 615 589 440 835 439 550 332 408
"PPP1R12C" 4467 3744 3566 4268 5246 4622 4396 3694
"TNNT1" 217 808 744 111 182 163 638 162
"TNNI3" 33 61 55 38 66 42 49 28
"DNAAF3" 84 98 80 54 229 122 90 83
"SYT5" 3297 868 617 3859 3789 3677 4712 3943
"PTPRH" 163 73 37 62 111 57 268 84
"TMEM86B" 138 89 57 113 126 121 135 114
"PPP6R1" 3244 3457 3265 3025 2839 2629 3215 2683
"HSPBP1" 1453 1515 1633 1412 1262 1401 1585 1404
"BRSK1" 6957 4280 3583 7462 8337 7214 7075 6745
"TMEM150B" 10 6 7 5 11 8 10 4
"KMT5C" 1052 836 863 1067 1274 784 895 784
"COX6B2" 62 23 10 37 30 45 53 36
"FAM71E2" 2 4 0 0 2 4 0 2
"IL11" 147 235 140 152 101 111 71 87
"TMEM190" 0 0 4 0 0 0 3 1
"TMEM238" 2 2 4 4 1 3 5 11
"RPL28" 11132 20689 24744 9343 8010 8252 10059 8376
"UBE2S" 3763 6751 6234 2756 2962 2713 2724 2313
"SHISA7" 2349 719 539 2511 2372 2101 2484 2868
"ISOC2" 689 1277 1316 666 471 649 744 631
"ZNF628" 470 490 416 487 337 512 477 433
"NAT14" 1951 2451 2601 2019 1786 1902 2210 1702
"SSC5D" 410 1380 1153 381 301 345 385 372
"SBK2" 0 8 15 4 2 2 0 4
"SBK3" 2 2 2 0 0 0 1 0
"ZNF579" 1598 1461 1443 1750 1371 1404 1693 1464
"FIZ1" 1189 1008 908 1209 1072 1020 1107 1107
"ZNF524" 103 149 165 155 94 151 126 161
"ZNF865" 1430 1258 1260 1427 1393 1247 1356 1511
"ZNF784" 479 460 466 500 547 491 512 453
"ZNF580" 1749 1475 1436 1752 2053 1884 1879 1600
"ZNF581" 617 862 961 711 630 557 593 470
"CCDC106" 1042 914 1015 1024 1114 1065 1088 983
"U2AF2" 8952 9343 8901 9287 8953 8014 8905 7729
"EPN1" 5312 5818 5416 5306 4219 4579 4840 4590
"NLRP9" 4 5 6 3 5 9 2 4
