"Geneid" "5_B1_R1_9wk" "5_B1_R2_9wk" "5_B2_R1_9wk" "5_B2_R2_9wk" "5_cor_B1_R1_9wk" "5_cor_B1_R2_9wk" "5_cor_B2_R1_9wk" "5_cor_B2_R2_9wk"
"KPNA7" 0 0 2 0 2 3 4 2
"ARPC1A" 383 265 632 686 488 344 294 387
"ARPC1B" 2 1 12 3 0 3 1 4
"PDAP1" 2626 1500 4250 4488 3225 2037 2005 2585
"BUD31" 526 322 933 1078 667 419 456 581
"PTCD1" 107 77 155 235 152 149 125 172
"ATP5J2-PTCD1" 0 0 0 0 0 0 0 0
"CPSF4" 975 825 1636 1678 1375 1582 1138 1623
"ATP5J2" 459 344 697 860 581 344 361 554
"ZNF789" 1109 633 1534 1886 1542 1354 1088 1698
"ZNF394" 256 145 387 368 427 308 254 414
"ZKSCAN5" 994 555 1581 1852 1222 889 756 1120
"FAM200A" 454 243 751 695 655 373 348 483
"ZNF655" 2425 1204 3934 4236 3316 2799 2293 3305
"ZSCAN25" 540 319 783 1016 640 401 402 553
"CYP3A5" 42 37 90 117 60 48 33 75
"CYP3A7-CYP3A51P" 0 0 2 1 0 0 0 0
"CYP3A7" 3 0 3 0 2 2 4 2
"CYP3A4" 26 19 40 35 32 18 26 29
"CYP3A43" 4 2 14 15 15 3 10 14
"OR2AE1" 2 0 2 0 0 0 0 0
"TRIM4" 244 298 46 23 221 0 0 206
"GJC3" 7 3 1 0 3 0 0 2
"AZGP1" 0 0 0 2 4 0 0 10
"ZKSCAN1" 6408 2836 8310 8034 8910 4941 4982 7097
"ZSCAN21" 221 138 399 395 346 235 220 308
"ZNF3" 1621 712 2019 2317 1780 1072 1043 1579
"COPS6" 2120 1813 2908 3135 2288 1700 1885 1935
"MCM7" 3181 1202 3963 5582 6483 3740 2532 4005
"AP4M1" 431 219 666 707 461 483 404 526
"TAF6" 1297 741 2240 2277 1585 1306 1151 1395
"CNPY4" 337 290 745 773 434 452 384 414
"MBLAC1" 34 37 62 91 50 34 54 38
"LAMTOR4" 496 491 933 1120 737 489 548 786
"C7orf43" 853 470 1052 1356 940 874 638 920
"GAL3ST4" 1813 327 1544 2074 679 629 622 692
"GPC2" 6534 957 6919 8597 2381 1349 1666 1834
"STAG3" 1126 452 1209 1447 1263 708 589 1190
"GATS" 1076 470 1174 1566 1117 563 571 896
"PVRIG" 518 169 525 572 569 291 281 488
"SPDYE3" 104 65 141 163 115 60 83 103
"PILRB" 92 36 100 84 84 105 103 100
"PILRA" 265 92 247 329 184 276 240 230
"ZCWPW1" 124 184 300 272 245 235 248 256
"MEPCE" 843 600 1347 1462 1551 983 785 1298
"PPP1R35" 103 83 211 242 211 179 182 156
"C7orf61" 22 3 31 28 35 36 23 35
"TSC22D4" 302 394 705 498 976 574 496 978
"NYAP1" 1637 584 2010 2195 714 600 645 696
"AGFG2" 142 167 345 275 326 262 188 298
"SAP25" 0 0 0 0 0 0 0 0
"LRCH4" 218 124 348 439 271 270 213 248
"FBXO24" 14 15 50 52 35 31 40 11
"PCOLCE" 106 57 290 281 102 953 609 70
"MOSPD3" 551 280 754 833 504 362 402 450
"TFR2" 249 75 257 256 152 201 191 134
"ACTL6B" 1551 413 1520 1985 514 400 385 535
"GNB2" 3766 3065 5911 6180 4824 3176 3382 4119
"GIGYF1" 3508 1947 4632 5600 4923 4612 3514 4663
"POP7" 357 165 465 525 443 245 236 260
"EPO" 7 0 12 6 8 7 13 6
"ZAN" 2 1 2 6 3 4 2 0
"EPHB4" 338 320 1056 968 487 977 933 467
"SLC12A9" 640 469 1002 1210 879 892 725 843
"TRIP6" 136 86 436 566 209 505 518 213
"SRRT" 3932 2061 4702 6475 5549 4602 3407 4557
"UFSP1" 17 6 17 40 17 12 9 16
"ACHE" 539 668 912 811 741 740 581 609
"MUC3A" 4 1 6 6 4 4 1 4
"MUC12" 2 6 2 7 0 4 6 2
"MUC17" 0 0 0 4 0 0 0 1
"TRIM56" 456 888 2068 1545 1529 1902 1840 1847
"SERPINE1" 167 192 1829 1262 228 653 612 219
"AP1S1" 1379 941 2699 2832 1429 912 958 1420
"VGF" 3295 4150 6377 7639 4832 3708 2484 4189
"NAT16" 248 169 615 496 419 490 330 622
"MOGAT3" 0 0 2 1 0 0 5 3
"PLOD3" 763 613 1665 1561 1567 1432 1283 1497
"ZNHIT1" 722 546 1286 1460 1135 599 679 1025
"CLDN15" 254 121 464 486 408 453 372 431
"FIS1" 979 659 1525 1816 1146 648 696 1120
"IFT22" 589 431 876 1123 630 451 532 668
"COL26A1" 457 523 965 1196 413 1532 1232 666
"MYL10" 0 0 0 0 0 0 0 0
"CUX1" 3726 2182 5329 6344 4361 2286 2218 3825
"SH2B2" 464 206 649 799 510 349 269 396
"SPDYE6" 29 13 38 41 33 23 32 49
"PRKRIP1" 1627 1067 2222 2540 2087 1583 1505 1598
"ORAI2" 1645 1105 2355 2422 2362 1620 1378 2054
"ALKBH4" 262 143 340 345 301 191 164 251
"LRWD1" 765 333 1112 1242 822 682 607 779
"POLR2J" 483 318 709 862 622 455 344 537
"RASA4B" 4 0 3 5 3 2 3 3
"POLR2J3" 181 123 151 169 225 203 140 156
"SPDYE2" 52 30 75 88 85 81 55 83
"RASA4" 68 80 113 163 81 116 85 80
"POLR2J2" 63 35 85 104 107 91 76 95
"SPDYE2B" 25 15 37 41 48 25 21 40
"FAM185A" 106 82 262 257 140 96 94 102
"FBXL13" 53 48 97 96 57 62 79 73
"LRRC17" 341 355 1082 1103 519 556 554 408
"NFE4" 2 0 5 4 2 1 0 0
"ARMC10" 629 466 1214 1053 823 568 616 732
"NAPEPLD" 476 269 966 825 676 485 495 619
"PMPCB" 1272 802 2264 2349 1854 1229 1101 1674
"DNAJC2" 713 484 1246 1315 1159 818 742 837
"PSMC2" 1498 1132 2660 3174 2064 1423 1339 1825
"SLC26A5" 4 7 20 10 3 8 4 7
"RELN" 1654 625 436 523 1025 185 405 221
"ORC5" 439 316 707 812 590 450 378 455
"LHFPL3" 313 461 31 44 5274 1685 1443 3305
"KMT2E" 6946 3299 9760 10398 7993 5381 5084 6684
"SRPK2" 3474 2476 4995 5033 3712 2491 2486 3191
"PUS7" 395 198 500 537 500 387 286 463
"RINT1" 497 302 912 930 644 574 539 614
"EFCAB10" 39 34 73 65 55 36 58 98
"ATXN7L1" 700 474 1163 1218 514 563 583 595
"CDHR3" 412 574 807 873 613 854 607 718
"SYPL1" 423 697 1186 881 748 516 643 872
"NAMPT" 823 664 1724 1504 1010 731 893 941
"CCDC71L" 730 275 1141 1097 462 352 373 326
"PIK3CG" 1 2 2 4 0 0 0 0
"PRKAR2B" 3847 1556 4477 5430 1110 947 1214 1278
"HBP1" 757 483 1132 1080 1133 754 801 955
"COG5" 873 632 2096 2043 1390 971 1177 1262
"GPR22" 173 64 158 221 115 45 14 131
"DUS4L" 230 140 488 545 275 219 215 259
"BCAP29" 735 655 1698 1767 1284 887 817 1230
"SLC26A4" 4 12 10 10 27 25 11 8
"CBLL1" 1187 604 1593 1589 1409 814 758 1145
"SLC26A3" 5 2 13 5 4 7 1 10
"DLD" 1668 1167 3380 3397 2142 1269 1180 1909
"LAMB1" 1463 1599 4095 4183 2569 5720 4389 3305
"LAMB4" 8 10 8 7 12 30 12 34
"NRCAM" 9710 5218 13359 13836 3917 4035 4527 4526
"PNPLA8" 1352 768 2302 2408 1465 1011 1008 1379
"THAP5" 697 394 1284 1126 828 642 588 776
"DNAJB9" 650 394 1233 1151 696 576 571 573
"IMMP2L" 112 110 325 332 167 115 146 180
"LRRN3" 3272 1927 5738 7637 2250 2291 1719 2570
"DOCK4" 2969 1168 3365 3782 1856 1693 1586 1911
"ZNF277" 381 148 669 598 436 228 292 402
"IFRD1" 1960 1368 4094 4052 2680 2161 2247 2644
"LSMEM1" 51 47 154 100 88 123 90 137
"TMEM168" 631 538 1250 1207 1099 957 916 934
"BMT2" 817 372 1256 1225 809 553 522 730
"GPR85" 509 137 973 800 106 185 227 116
"PPP1R3A" 6 2 8 0 8 2 2 2
"FOXP2" 1802 481 2915 3394 814 520 565 776
"MDFIC" 233 356 903 738 522 637 726 764
"TFEC" 19 0 4 10 2 4 2 3
"TES" 185 70 214 190 165 165 128 98
"CAV2" 211 305 547 286 215 268 317 211
"CAV1" 433 335 1565 1042 279 458 559 265
"MET" 33 30 89 34 52 61 77 53
"CAPZA2" 2362 2155 3506 3884 3156 1861 1902 2695
"ST7" 1206 393 1462 1923 1284 693 643 901
"WNT2" 2 0 2 2 0 0 0 0
"ASZ1" 0 0 0 0 0 0 0 0
"CFTR" 0 0 2 4 0 0 0 0
"CTTNBP2" 363 198 420 699 536 207 167 353
"LSM8" 681 289 1069 1057 960 708 570 860
"ANKRD7" 0 0 1 0 0 2 2 0
"KCND2" 827 614 1170 1256 5155 1331 789 3401
"TSPAN12" 258 631 438 558 2009 1214 1015 1654
"ING3" 482 307 574 744 976 571 372 706
"CPED1" 0 2 2 6 6 67 77 0
"WNT16" 5 2 0 6 4 12 8 5
"FAM3C" 1476 1048 3028 2807 1861 1395 1316 1256
"PTPRZ1" 8790 14200 26338 24666 85138 35841 34106 60060
"AASS" 677 680 1440 1595 2786 1762 1560 2337
"FEZF1" 38 3 92 165 3 2 0 2
"CADPS2" 153 162 166 288 143 95 141 153
"RNF133" 0 0 0 5 4 0 2 0
"RNF148" 0 1 0 2 0 0 0 0
"TAS2R16" 0 0 0 0 0 0 0 0
"SLC13A1" 0 2 2 4 2 1 2 0
"IQUB" 39 52 131 90 98 140 108 131
"NDUFA5" 2222 1349 3075 3721 2225 1128 1385 1745
"ASB15" 2 1 6 2 0 3 0 0
"LMOD2" 2 2 0 13 8 6 2 2
"WASL" 1426 985 2896 2248 1935 1295 1287 1898
"HYAL4" 0 0 0 0 0 0 0 0
"SPAM1" 0 2 6 2 0 0 0 0
"TMEM229A" 7 2 5 11 0 2 13 0
"SSU72P8" 0 0 0 0 0 0 0 0
"GPR37" 61 12 324 257 12 85 74 9
"C7orf77" 0 0 2 0 0 0 0 0
"POT1" 516 385 1261 1318 898 617 658 748
"GRM8" 48 20 47 62 7 20 76 7
"ZNF800" 463 430 810 791 761 555 495 608
"GCC1" 629 286 948 1121 835 545 502 784
"ARF5" 1563 1060 2707 3054 1942 1251 1421 1723
"FSCN3" 10 2 8 23 7 5 3 10
"PAX4" 4 0 0 1 0 0 0 0
"SND1" 2762 1933 6267 5566 3523 2822 2872 3033
"LRRC4" 1222 794 1466 1882 1587 953 705 1272
"LEP" 0 2 8 6 4 4 2 0
"RBM28" 1909 1522 3783 4284 3017 2484 2545 2873
"PRRT4" 615 441 729 1027 321 370 273 295
"IMPDH1" 574 317 1068 1182 483 507 476 396
"HILPDA" 291 87 306 314 250 185 197 211
"METTL2B" 1488 789 1919 1947 1725 1073 1044 1337
"FAM71F2" 140 181 179 424 305 409 228 441
"FAM71F1" 16 10 19 35 21 27 14 61
"CALU" 3253 4283 11416 10395 5471 5664 5808 5436
"OPN1SW" 71 66 152 144 96 82 77 97
"CCDC136" 1947 1527 4096 4014 1211 1260 1657 1466
"FLNC" 1136 765 6196 5266 2334 4139 4603 3316
"KCP" 6 5 45 16 7 27 38 14
"ATP6V1F" 1204 952 2471 2612 1262 776 845 1066
"IRF5" 30 31 56 55 28 40 45 30
"TNPO3" 2784 1346 4662 4704 3216 2157 2065 2586
"TSPAN33" 110 118 206 256 287 136 144 233
"SMO" 907 962 1847 1906 1684 1689 1657 1671
"AHCYL2" 1577 1040 3725 3977 1380 1336 1290 1534
"STRIP2" 514 460 709 996 628 529 383 508
"SMKR1" 62 29 59 75 28 18 31 20
"NRF1" 716 588 1162 1463 1293 1159 837 1367
"UBE2H" 6990 5271 13647 13283 8210 5806 6256 9021
"ZC3HC1" 412 275 653 705 694 436 396 536
"KLHDC10" 3296 1774 5379 5669 3832 2656 2545 3503
"TMEM209" 474 361 825 906 691 501 512 612
"SSMEM1" 4 2 0 0 0 0 0 4
"CPA2" 6 2 7 13 2 8 2 3
"CPA4" 101 96 561 365 357 854 498 946
"CPA5" 12 4 68 61 20 33 26 10
"CPA1" 0 2 0 2 0 2 0 2
"CEP41" 1035 514 1793 2011 1296 829 800 1057
"MEST" 3406 3736 8393 9234 9716 6171 6717 7405
"COPG2" 2028 1194 3149 3356 2510 1467 1595 2053
"TSGA13" 0 1 2 4 3 2 1 4
"KLF14" 4 8 1 4 7 12 10 2
"MKLN1" 2124 1639 3387 3132 3424 2132 2284 3070
"PODXL" 1291 1192 3447 3443 909 829 954 1286
"PLXNA4" 2353 908 2541 2933 1410 1158 1037 2026
"CHCHD3" 698 414 1222 1379 1220 565 592 876
"EXOC4" 1952 1622 4187 4261 2885 1627 1957 2457
"LRGUK" 136 120 198 283 290 246 197 385
"SLC35B4" 1541 1018 2752 3030 1779 1287 1218 1766
"AKR1B1" 1160 713 2061 2249 1351 896 798 1151
"AKR1B10" 0 0 0 0 0 4 0 2
"AKR1B15" 2 0 2 1 0 2 1 1
"BPGM" 507 337 871 970 615 297 330 408
"CALD1" 2444 3598 10963 10867 3847 5644 5283 4290
"AGBL3" 36 47 86 62 67 54 56 64
"C7orf49" 98 93 230 241 256 142 158 198
"TMEM140" 128 61 250 239 217 122 128 183
"WDR91" 566 320 996 1023 759 707 722 647
"STRA8" 0 0 0 0 0 0 0 2
"CNOT4" 1276 728 1932 2000 1448 902 924 1271
"NUP205" 1806 906 3289 3281 3094 1972 1803 2246
"C7orf73" 1497 982 2716 3064 1533 872 1019 1445
"SLC13A4" 76 19 156 126 91 63 90 74
"FAM180A" 2 0 2 4 0 6 2 2
"MTPN" 6053 4740 8399 9106 6481 3892 4622 5329
"LUZP6" 0 0 0 0 0 0 0 0
"CHRM2" 156 137 169 124 36 53 66 47
"PTN" 6774 5410 21601 20837 16403 9092 9124 11282
"DGKI" 1863 1180 2552 2977 1855 1018 944 1555
"CREB3L2" 514 338 1431 1057 832 989 959 840
"AKR1D1" 2 2 8 4 4 0 4 4
"TRIM24" 4221 1796 7054 8094 6456 3390 2750 4355
"SVOPL" 7 3 11 24 4 6 4 2
"ATP6V0A4" 13 4 2 4 2 10 7 12
"TMEM213" 13 6 24 28 4 6 8 19
"KIAA1549" 4517 1468 5653 6132 3096 1879 1740 2644
"ZC3HAV1L" 33 33 21 26 162 93 51 179
"ZC3HAV1" 240 510 977 768 1161 787 799 974
"TTC26" 368 315 699 757 562 490 499 653
"UBN2" 4053 1590 5532 5392 4509 3171 3363 4157
"FMC1" 20 12 46 61 48 20 13 32
"LUC7L2" 966 863 1483 1866 1428 1130 990 1136
"C7orf55-LUC7L2" 0 0 0 0 0 0 0 0
"KLRG2" 0 4 4 5 0 0 6 4
"CLEC2L" 28 18 23 24 25 27 15 18
"HIPK2" 8157 4493 9544 11536 13737 5805 4842 11587
"TBXAS1" 31 21 24 47 39 47 33 59
"PARP12" 28 22 103 59 69 133 100 74
"KDM7A" 1758 692 1876 1944 1927 1043 1063 1714
"SLC37A3" 1604 817 2685 2885 1902 1406 1444 1493
"RAB19" 0 0 2 0 0 0 0 0
"MKRN1" 4401 2097 5551 5998 3804 2500 2437 3462
"DENND2A" 1485 1218 3462 3715 2700 1890 1572 2605
"ADCK2" 234 195 570 515 224 218 278 166
"NDUFB2" 949 549 1405 1561 1010 706 706 889
"BRAF" 700 500 961 945 702 416 536 576
"MRPS33" 545 322 758 917 643 338 360 517
"TMEM178B" 7042 3122 8001 10098 4931 2599 2429 4572
"AGK" 908 660 1842 1902 1403 1051 957 1401
"KIAA1147" 1401 743 2266 2660 2582 1457 1340 2325
"WEE2" 13 13 29 18 23 24 22 25
"SSBP1" 763 538 1386 1718 1244 731 696 898
"TAS2R3" 17 7 25 29 10 8 7 15
"TAS2R4" 150 45 167 150 125 106 95 128
"TAS2R5" 81 36 148 136 100 110 106 116
"PRSS37" 20 8 48 27 10 14 22 18
"MGAM" 67 51 49 79 46 65 48 103
"OR9A4" 5 4 2 7 4 4 1 5
"CLEC5A" 4 5 9 13 8 4 3 7
"TAS2R38" 0 0 0 0 0 0 0 0
"MGAM2" 11 0 10 19 12 25 8 50
"PRSS58" 0 0 0 0 0 0 0 0
"MTRNR2L6" 0 0 0 0 0 0 0 0
"PRSS1" 0 0 0 0 0 0 0 0
"PRSS2" 0 0 0 0 0 0 0 0
"EPHB6" 74 65 154 140 122 75 74 114
"TRPV6" 4 6 1 6 7 0 9 4
"TRPV5" 2 3 0 2 0 4 0 9
"C7orf34" 14 5 9 16 5 9 4 9
"KEL" 114 44 66 136 76 60 72 51
"OR9A2" 0 0 0 4 2 0 0 0
"OR6V1" 0 1 4 0 7 4 8 2
"PIP" 0 0 0 2 0 0 0 0
"TAS2R39" 0 0 0 2 0 0 0 0
"TAS2R40" 1 0 0 2 0 0 0 0
"GSTK1" 211 253 353 445 580 578 574 535
"TMEM139" 33 11 42 45 16 11 18 13
"CASP2" 1484 517 1736 2041 1594 1111 853 1236
"CLCN1" 2 0 14 14 11 22 9 8
"FAM131B" 2149 879 3122 3292 2007 1315 1177 1677
"ZYX" 2042 2334 3987 4486 4424 3888 2863 4405
"EPHA1" 0 0 6 6 5 0 0 0
"TAS2R60" 0 0 0 0 0 0 0 0
"TAS2R41" 0 0 0 0 0 0 0 0
"CTAGE15" 0 0 0 0 0 0 0 0
"TCAF2" 11 6 17 17 39 5 10 25
"CTAGE6" 0 0 0 2 0 0 0 0
"TCAF1" 1764 966 2866 3094 2333 1167 1231 1572
"OR2F2" 0 0 0 0 0 0 0 0
"OR6B1" 0 0 0 0 2 0 0 2
"OR2A5" 0 0 0 0 2 0 0 0
"OR2A25" 0 0 0 0 0 0 0 0
"OR2A12" 0 0 0 0 0 0 0 0
"OR2A2" 0 0 0 0 0 0 0 0
"OR2A14" 0 0 0 0 0 0 0 0
"CTAGE4" 0 0 0 0 0 0 0 0
"ARHGEF35" 0 0 0 0 0 0 0 0
"OR2A42" 0 0 0 0 0 0 0 0
"OR2A7" 0 0 0 0 0 0 0 0
"CTAGE8" 0 0 0 0 0 0 0 0
"OR2A1" 0 0 0 0 0 0 0 0
"ARHGEF5" 0 0 0 0 0 4 0 0
"NOBOX" 0 0 0 0 0 0 0 0
"TPK1" 19 38 117 101 28 54 56 25
"CNTNAP2" 4400 1518 6247 6252 477 666 784 419
"C7orf33" 13 0 10 4 0 0 2 0
"CUL1" 2367 1069 3230 3748 1995 1530 1555 1715
"EZH2" 2464 621 3110 3197 3401 2429 1984 2412
"PDIA4" 1758 1601 4615 4336 3250 3120 2726 3387
"ZNF786" 448 149 595 547 486 353 292 441
"ZNF425" 281 189 418 428 282 185 172 324
"ZNF398" 903 399 1345 1479 893 565 563 835
"ZNF282" 972 508 1619 1773 1177 961 681 1179
"ZNF212" 490 251 654 843 671 452 402 603
"ZNF783" 612 372 1014 1011 724 669 645 556
"ZNF777" 573 335 1025 1146 677 468 410 615
"ZNF746" 841 405 1429 1424 1049 766 662 963
"KRBA1" 426 287 838 875 618 531 471 579
"ZNF467" 87 52 205 127 60 84 92 47
"SSPO" 79 155 274 257 177 394 367 171
"ZNF862" 947 578 1727 1791 1568 1252 1247 1583
"ATP6V0E2" 2547 1664 3744 4139 2871 1484 1518 2331
"ACTR3C" 1 0 0 2 1 2 3 3
"LRRC61" 2 4 0 0 0 0 0 1
"ZBED6CL" 2 0 0 0 0 2 0 2
"RARRES2" 10 4 33 18 24 30 42 8
"REPIN1" 1658 1152 3221 3499 3341 1856 1955 2915
"ZNF775" 257 127 378 336 441 217 148 296
"GIMAP8" 0 3 4 9 2 5 1 2
"GIMAP7" 0 0 0 0 0 0 0 0
"GIMAP4" 0 0 0 0 0 0 0 0
"GIMAP6" 0 0 0 0 0 0 0 0
"GIMAP2" 0 0 0 0 0 4 0 0
"GIMAP1" 0 0 0 0 0 0 0 0
"GIMAP1-GIMAP5" 0 0 0 0 0 0 0 0
"GIMAP5" 0 0 0 0 0 0 0 0
"TMEM176B" 6 2 14 7 0 0 4 7
"TMEM176A" 2 0 2 1 0 0 0 0
"AOC1" 0 0 2 2 0 0 1 0
"KCNH2" 1033 382 1447 1559 975 618 584 664
"NOS3" 5 4 26 18 12 4 4 0
"ATG9B" 34 14 56 41 43 69 54 27
"ABCB8" 1091 727 1686 1938 1299 1296 1038 1477
"ASIC3" 362 172 401 432 488 525 436 427
"CDK5" 493 356 716 894 422 306 307 453
"SLC4A2" 707 721 1885 1984 1707 1445 1223 1888
"FASTK" 975 695 1540 1961 1545 1407 1227 1424
"TMUB1" 414 295 736 707 634 434 396 543
"AGAP3" 2959 1297 3735 4105 2869 2300 1837 2274
"GBX1" 0 0 5 8 1 3 2 3
"ASB10" 0 0 0 2 0 0 0 0
"IQCA1L" 0 0 4 0 0 0 3 0
"ABCF2" 1197 752 1828 1914 1739 1093 972 1407
"CHPF2" 801 472 1629 1990 996 986 802 1090
"SMARCD3" 2434 2001 2950 3459 2609 2606 2166 2552
"NUB1" 1046 657 1920 2139 1256 915 839 1040
"WDR86" 201 103 332 384 243 174 142 153
"CRYGN" 0 0 0 3 0 0 2 0
"RHEB" 1222 983 2416 2334 1941 1175 1200 1528
"PRKAG2" 472 463 734 672 509 424 447 315
"GALNTL5" 0 0 0 0 0 2 0 0
"GALNT11" 1359 860 2184 2520 1390 943 943 1234
"KMT2C" 6581 3202 9092 9651 9585 5734 5269 8525
"XRCC2" 133 115 301 264 629 419 266 376
"ACTR3B" 598 311 978 991 671 490 463 628
"DPP6" 113 180 115 186 128 88 81 250
"PAXIP1" 404 216 544 637 771 525 425 672
"HTR5A" 13 0 10 6 15 0 9 4
"INSIG1" 732 561 862 850 1656 889 768 1274
"BLACE" 0 0 0 2 0 0 0 0
"EN2" 621 207 847 1139 274 289 311 275
"CNPY1" 2 3 4 5 5 2 4 0
"RBM33" 4023 1856 7114 6411 5141 3796 4233 5083
"SHH" 19 19 13 64 27 16 23 12
"RNF32" 63 29 185 157 89 122 111 88
"LMBR1" 1785 962 2899 3212 1608 1040 990 1402
"NOM1" 725 446 1220 1237 1192 838 780 965
"MNX1" 9 6 6 1 28 16 4 36
"UBE3C" 1949 1016 3066 3519 2468 1752 1558 2062
"DNAJB6" 2736 1370 4007 4647 2418 1418 1574 2071
"PTPRN2" 1853 674 1897 3048 406 304 294 346
"NCAPG2" 609 381 1316 1316 1685 1067 818 1053
"ESYT2" 1448 857 2810 2671 1492 1604 1621 1470
"WDR60" 1444 1036 2106 2209 2190 1961 2008 2237
"VIPR2" 8 11 3 5 3 0 10 0
"OR4F21" 0 0 0 0 0 0 0 0
"ZNF596" 217 147 318 481 234 270 213 284
"FBXO25" 1707 750 2006 2562 1523 1010 892 1425
"TDRP" 1997 1846 2790 3201 3100 3019 2352 2937
"ERICH1" 371 239 622 646 485 335 356 343
"DLGAP2" 163 131 49 83 72 39 28 103
"CLN8" 455 445 932 786 847 526 595 798
"ARHGEF10" 21 30 43 30 49 46 50 37
"KBTBD11" 2125 817 3259 3218 1662 995 1161 1232
"MYOM2" 61 26 86 57 150 56 55 73
"CSMD1" 22 49 20 22 438 154 207 243
"MCPH1" 813 325 1087 1100 902 557 476 669
"ANGPT2" 53 13 38 44 26 14 18 13
"AGPAT5" 2098 1493 4123 3991 3232 1846 1917 2632
"XKR5" 4 7 10 10 6 10 12 4
"DEFB1" 0 0 0 0 0 0 0 0
"DEFA6" 0 0 0 0 0 0 0 0
"DEFA4" 0 0 0 0 0 0 0 0
"DEFA1" 0 0 0 0 0 0 0 0
"DEFA1B" 0 0 0 0 0 0 0 0
"DEFA3" 0 0 0 0 0 0 0 0
"DEFA5" 0 0 0 0 0 0 0 0
"USP17L1" 0 4 1 0 0 0 0 0
"USP17L4" 0 1 0 0 0 0 0 0
"ZNF705G" 0 0 0 1 0 0 0 0
"DEFB4B" 0 0 0 0 0 0 0 0
"DEFB103B" 0 0 0 0 0 0 0 0
"SPAG11B" 0 0 2 0 0 0 0 0
"DEFB104B" 0 0 0 0 0 0 0 0
"DEFB106B" 0 0 0 0 0 0 0 0
"DEFB105B" 0 0 0 0 0 0 0 0
"DEFB107B" 0 0 0 0 0 0 0 0
"PRR23D1" 0 0 0 0 0 0 0 0
"PRR23D2" 0 0 0 0 0 0 0 0
"DEFB107A" 0 0 0 0 0 0 0 0
"DEFB105A" 0 0 0 0 0 0 0 0
"DEFB106A" 0 0 0 0 0 0 0 0
"DEFB104A" 0 0 0 0 0 0 0 0
"SPAG11A" 1 0 0 0 0 0 0 0
"DEFB103A" 0 0 0 0 0 0 0 0
"DEFB4A" 0 0 0 0 0 0 0 0
"ZNF705B" 0 0 0 0 0 0 0 0
"USP17L8" 0 0 0 0 0 0 3 0
"USP17L3" 0 0 0 0 0 0 1 0
"PRAG1" 1859 558 2578 2532 970 624 890 763
"CLDN23" 0 0 10 2 4 2 0 2
"MFHAS1" 1061 488 1415 1705 1234 834 706 1290
"ERI1" 442 320 894 877 932 640 501 831
"PPP1R3B" 152 111 243 201 185 179 261 207
"TNKS" 6686 3188 10010 10782 7061 4027 4146 6273
"MSRA" 170 115 318 259 259 182 239 250
"PRSS51" 83 16 43 52 83 130 86 120
"PRSS55" 0 8 5 8 30 28 28 45
"RP1L1" 4 8 8 3 15 5 2 15
"C8orf74" 0 0 0 0 0 0 0 0
"SOX7" 10 4 12 17 22 8 6 13
"PINX1" 63 61 141 153 137 87 87 99
"XKR6" 144 101 255 184 195 119 139 187
"MTMR9" 2541 1150 3245 3434 2214 1348 1279 1760
"SLC35G5" 42 21 59 39 42 48 46 26
"FAM167A" 299 172 585 526 152 144 170 245
"BLK" 4 0 1 2 0 0 1 0
"GATA4" 2 0 0 2 0 0 0 0
"NEIL2" 417 351 833 811 599 440 475 527
"FDFT1" 2821 2340 4306 4338 4838 2309 1967 3601
"CTSB" 2847 3121 7832 7535 3845 3212 3291 4892
"DEFB136" 0 0 0 0 0 0 0 0
"DEFB135" 0 0 0 0 2 0 0 0
"DEFB134" 0 3 0 6 0 0 0 0
"ZNF705D" 0 0 0 0 1 0 1 1
"USP17L7" 2 4 4 3 11 0 10 12
"USP17L2" 6 9 2 12 8 8 10 4
"FAM86B1" 73 77 156 168 109 117 116 125
"FAM86B2" 32 42 71 71 74 61 57 55
"LONRF1" 1405 730 2466 2402 1963 1606 1422 1585
"KIAA1456" 486 259 1019 951 259 353 303 258
"DLC1" 63 207 213 193 147 382 318 192
"C8orf48" 18 27 38 48 56 37 48 72
"SGCZ" 7 10 18 23 46 10 2 36
"TUSC3" 2489 2171 4172 4855 1892 1624 1798 1976
"MSR1" 0 4 0 7 1 2 2 2
"FGF20" 0 0 0 3 1 0 0 1
"MICU3" 827 423 1114 1083 770 696 657 768
"ZDHHC2" 1049 699 1373 1581 1332 836 869 1522
"CNOT7" 2881 1356 3687 4759 3063 1958 1891 2585
"VPS37A" 1148 532 1972 1900 1083 697 763 965
"MTMR7" 999 247 1035 1288 262 336 299 210
"SLC7A2" 177 214 144 121 440 270 346 304
"PDGFRL" 28 10 77 47 26 95 80 28
"MTUS1" 2456 1207 3969 3805 1344 1283 1380 1641
"FGL1" 0 0 2 3 1 0 0 0
"PCM1" 8070 4370 12244 12945 10557 7751 6860 9250
"ASAH1" 2349 2517 4929 5314 3163 2153 2003 4212
"NAT1" 10 21 27 25 10 12 14 32
"NAT2" 2 2 6 6 0 0 0 0
"PSD3" 2460 696 4243 4179 2597 1618 1692 1865
"SH2D4A" 2 0 10 6 0 1 0 2
"CSGALNACT1" 79 67 82 81 277 192 239 199
"INTS10" 884 674 1742 1835 1454 1115 1180 1196
"LPL" 182 446 373 582 450 169 183 804
"SLC18A1" 16 12 99 102 50 23 16 35
"ATP6V1B2" 3575 2653 6055 7026 4340 3184 2588 5306
"LZTS1" 1694 355 2692 3544 687 853 519 759
